English (en)	Dutch (nl) Annaïs	PoS-tag (Penn Treebank)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
ultraviolet	ultraviolet	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
umbilical	navel-	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
umbra	slagschaduw	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
umbrella	paraplu	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
umpire	scheidsrechter	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
unabashed	onbeschaamd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unabated	onverminderd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unable	niet in staat	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unacceptable	onaanvaardbaar	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unaccompanied	zonder begeleiding	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unaccountable	onverklaarbaar	JJ (Adjective)	0	1	0	1	1	0	0	1	0	1
unacknowledged	niet erkend	JJ (Adjective)	0	0	0	0	0	0	0	1	0	0
unadulterated	onvervalst	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unaided	zonder hulp	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unaltered	ongewijzigd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unambiguous	ondubbelzinnig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unanimity	eenstemmigheid	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
unanimous	unaniem	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
unanimously	eenstemmig	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
unanticipated	onverwachte	JJ (Adjective)	0	0	0	0	0	0	0	0	1	0
unapproved	niet-goedgekeurd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unarmed	ongewapend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unassisted	zonder hulp	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unassuming	bescheiden	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
unattached	niet verbonden	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unattainable	onbereikbaar	JJ (Adjective)	0	1	1	0	0	0	0	1	0	0
unattended	onbeheerd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unattractive	onaantrekkelijk	JJ (Adjective)	0	1	0	0	1	0	0	1	0	0
unauthorized	onbevoegd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unavoidable	onvermijdelijk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unaware	onbewust	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unbalanced	onevenwichtig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unbearable	ondraaglijk	JJ (Adjective)	0	1	0	0	1	0	0	1	0	0
unbeaten	ongeslagen	JJ (Adjective)	1	1	0	1	0	0	1	1	1	0
unbelief	ongeloof	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
unbelievable	ongelooflijk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unbiased	onpartijdige	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
unborn	ongeboren	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unbound	ongebonden	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unbounded	onbegrensd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unbreakable	onbreekbaar	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
unbridled	tomeloos	JJ (Adjective)	1	1	1	1	0	1	0	0	1	0
unbroken	ongebroken	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
uncanny	geheimzinnig	JJ (Adjective)	0	1	0	0	0	1	0	0	1	0
uncaring	onverschillig	JJ (Adjective)	0	1	1	0	1	0	0	1	0	0
uncertain	onzeker	JJ (Adjective)	0	1	1	0	1	1	0	0	1	0
uncertainty	onzekerheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
unchallenged	onbetwiste	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unchangeable	onveranderlijk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unchanged	onveranderd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unclaimed	niet opgeëist	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
uncle	oom	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
unclean	onrein	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
uncomfortable	ongemakkelijk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
uncommon	ongewoon	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
uncommonly	ongewoon	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
uncompromising	onbuigzaam	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unconcerned	onbekommerd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unconfirmed	niet bevestigd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unconnected	niet verbonden	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unconscionable	onredelijk	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
unconscious	bewusteloos	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unconsciousness	bewusteloosheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
unconstitutional	ongrondwettig	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unconstrained	ongedwongen	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
uncontested	onbetwist	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
uncontrollable	niet te beheersen	JJ (Adjective)	0	1	1	1	0	0	0	0	1	0
uncontrolled	ongecontroleerde	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unconventional	onconventionele	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unconvinced	niet overtuigd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
uncooked	ongekookt	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
uncorrelated	onsamenhangend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
uncover	ontdekken	VB (Verb, base form)	0	0	0	0	0	0	0	0	1	0
uncritical	kritiekloze	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
uncut	ongesneden	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undecided	onbeslist	JJ (Adjective)	0	1	0	1	0	1	0	0	0	0
undefined	onbepaald	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undeniable	ontegenzeggelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undercover	geheim	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undercurrent	onderstroom	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
underestimate	onderschatten	VB (Verb, base form)	0	0	0	0	0	0	0	0	1	0
undergo	ondergaan	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
undergraduate	bachelorstudent	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
underground	ondergronds	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
underlie	ten grondslag liggen aan	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
underline	onderstrepen	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
undermined	ondermijnd	VBN (Verb, past participle)	0	1	0	0	0	0	0	0	0	0
underneath	onder	IN (Preposition or subordinating conjunction)	0	0	0	0	0	0	0	0	0	0
underpaid	slecht betaald	JJ (Adjective)	0	1	1	0	0	0	0	1	0	0
underpants	onderbroek	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
underscore	laag streepje	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
undersized	ondermaatse	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
understanding	begrip	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
understood	begrepen	VBN (Verb, past participle)	0	0	0	0	0	0	0	0	0	0
undertake	ondernemen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
undertaker	begrafenisondernemer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	1	0	0
undertaking	onderneming	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
underwood	kreupelhout	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
underwrite	assureren	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	1
underwriter	acceptant	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
undeserved	onverdiend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undesirable	ongewenst	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
undesired	ongewenste	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
undeveloped	onontwikkeld	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undirected	ongerichte	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undisclosed	onbekend	JJ (Adjective)	0	0	0	1	0	0	0	0	0	0
undiscovered	onontdekt	JJ (Adjective)	0	0	0	0	0	0	0	0	1	0
undisputed	onbetwist	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undisturbed	ongestoord	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undivided	onverdeeld	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
undo	ongedaan maken	VB (Verb, base form)	0	1	0	0	0	0	0	0	0	0
undoing	ondergang	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
undoubted	ongetwijfeld	JJ (Adjective)	0	0	0	1	1	0	0	0	0	0
undress	uitkleden	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
undressed	uitgekleed	VBN (Verb, past participle)	0	0	0	0	0	0	0	0	0	0
undue	overdreven	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
undying	onsterfelijk	JJ (Adjective)	1	0	0	1	0	0	1	1	0	1
unearned	onverdiend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unearth	opgraven	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
uneasiness	onbehagen	NN (Noun, singular or mass)	0	1	0	1	0	0	0	1	0	0
uneasy	ongemakkelijk	JJ (Adjective)	0	1	0	0	1	1	0	0	0	0
uneducated	ongeschoold	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unemployed	werkloos	JJ (Adjective)	0	1	0	0	0	1	0	1	0	0
unencumbered	onbezwaard	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unending	eindeloos	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unequal	ongelijk	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
unequalled	ongeëvenaard	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unequivocal	ondubbelzinnig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	1
unequivocally	ondubbelzinnig	RB (Adverb)	1	0	0	0	0	0	0	0	0	0
uneven	ongelijk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
uneventful	rustig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unexpected	niet verwacht	JJ (Adjective)	1	1	0	1	0	1	1	0	1	0
unexpectedly	onverwacht	RB (Adverb)	0	0	0	0	0	0	0	0	1	0
unexplained	onverklaard	JJ (Adjective)	0	1	0	1	0	0	0	1	0	0
unexplored	onontdekt	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unfailing	onfeilbaar	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unfair	oneerlijk	JJ (Adjective)	0	1	1	0	1	0	0	1	0	0
unfairness	oneerlijkheid	NN (Noun, singular or mass)	0	1	1	0	0	0	0	1	0	0
unfaithful	ontrouw	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
unfamiliar	onbekend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unfavorable	ongunstig	JJ (Adjective)	0	1	0	0	1	0	0	1	0	0
unfettered	onbelemmerde	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unfinished	onafgewerkt	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unflinching	onwankelbaar	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unfold	ontvouwen	VB (Verb, base form)	1	0	0	1	0	0	0	0	0	0
unforeseen	onvoorzien	JJ (Adjective)	0	0	0	0	0	0	0	0	1	0
unforgiving	meedogenloos	JJ (Adjective)	0	1	1	0	0	0	0	1	0	0
unfortunate	ongelukkige	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unfriendly	onvriendelijk	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
unfulfilled	niet vervuld	JJ (Adjective)	0	1	1	1	0	0	0	1	1	0
unfurnished	ongemeubileerd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
ungodly	goddeloos	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
ungrateful	ondankbaar	JJ (Adjective)	0	1	1	0	1	0	0	0	0	0
unguarded	onbewaakt	JJ (Adjective)	0	0	0	0	0	0	0	0	1	0
unhappiness	ongelukkigheid	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
unhappy	ongelukkig	JJ (Adjective)	0	1	1	0	1	0	0	1	0	0
unharmed	ongedeerd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unhealthy	ongezond	JJ (Adjective)	0	1	0	0	1	1	0	1	0	0
unhindered	ongehinderd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unholy	onheilig	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
unicorn	eenhoorn	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
unification	unificatie	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
uniform	uniform	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
uniformity	uniformiteit	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
uniformly	gelijkmatig	RB (Adverb)	1	0	0	0	0	0	0	0	0	0
unimaginable	ondenkbaar	JJ (Adjective)	1	1	0	0	0	0	0	0	1	0
unimportant	onbelangrijk	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unimpressed	niet onder de indruk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unimproved	onverbeterd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
uninfected	ongeïnfecteerde	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
uninformed	onwetend	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
uninhabited	onbewoond	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
uninitiated	oningewijd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
uninspired	ongeïnspireerd	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unintelligible	onbegrijpelijk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unintended	ongewild	JJ (Adjective)	0	0	0	0	0	0	0	0	1	0
unintentional	onopzettelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	1	0
unintentionally	onopzettelijk	RB (Adverb)	0	1	0	0	0	0	0	0	1	0
uninterested	niet geïnteresseerd	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
uninteresting	oninteressant	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
uninterrupted	ononderbroken	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
uninvited	ongevraagd	JJ (Adjective)	0	0	0	0	0	0	0	1	0	0
union	unie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
unique	uniek	JJ (Adjective)	1	0	0	0	0	0	0	0	1	0
unison	harmonie	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
unit	eenheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
unitary	unitaire	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
unite	verenigen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
united	verenigd	VBN (Verb, past participle)	1	0	0	0	0	0	0	0	0	1
unity	eenheid	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
universal	universeel	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
universality	algemeenheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
universe	universum	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
university	Universiteit	NN (Noun, singular or mass)	1	0	0	1	0	0	0	0	0	0
unjust	onrechtvaardig	JJ (Adjective)	0	1	1	0	0	0	0	0	0	0
unjustifiable	niet te rechtvaardigen	JJ (Adjective)	0	1	1	0	1	1	0	0	0	0
unjustified	ongerechtvaardigd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unkind	onaardig	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
unknowable	onkenbaar	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unknown	onbekend	JJ (Adjective)	0	1	0	1	0	1	0	0	0	0
unlawful	onwettig	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
unleash	ontketenen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
unlicensed	zonder vergunning	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unlike	anders	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unlimited	onbeperkt	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
unload	lossen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
unloaded	gelost	VBN (Verb, past participle)	0	0	0	0	0	0	0	0	0	0
unlock	ontsluiten	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
unlucky	ongelukkig	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
unmanageable	onhandelbaar	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
unmarked	ongemarkeerd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unmarried	ongehuwd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unmask	ontmaskeren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
unmatched	ongeëvenaard	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unmistakable	onmiskenbaar	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unmitigated	absoluut	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unmoved	onbewogen	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unnamed	naamloos	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unnatural	onnatuurlijk	JJ (Adjective)	0	1	0	0	1	1	0	0	0	0
unnecessary	onnodig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unneeded	onnodige	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unnoticed	onopgemerkt	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unnumbered	talloos	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unobserved	onopgemerkt	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unobstructed	onbelemmerd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unobtrusive	niet opdringerig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unoccupied	onbezet	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unofficial	officieus	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unopened	ongeopend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unopposed	zonder tegenstand	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unordered	ongeordende	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unorganized	ongeorganiseerde	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unorthodox	onorthodoxe	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unpack	uitpakken	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
unpaid	onbetaald	JJ (Adjective)	0	1	1	0	0	0	0	1	0	0
unpleasant	onplezierig	JJ (Adjective)	0	1	0	0	1	0	0	1	0	0
unpopular	onpopulair	JJ (Adjective)	0	1	0	0	1	0	0	1	0	0
unprecedented	zonder precedent	JJ (Adjective)	0	0	0	0	0	0	0	0	1	0
unpredictable	onvoorspelbaar	JJ (Adjective)	0	1	0	0	0	0	0	0	1	0
unprepared	onvoorbereid	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unpretentious	bescheiden	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
unproductive	onproductieve	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unprofitable	onvoordelig	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unprotected	onbeschermd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unproven	onbewezen	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unpublished	onuitgegeven	JJ (Adjective)	0	1	0	1	0	0	0	1	0	0
unquestionable	onbetwistbaar	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
unquestionably	ongetwijfeld	RB (Adverb)	1	0	0	0	0	0	0	0	0	1
unquestioned	onbetwist	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
unread	Ongelezen	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unreal	onwerkelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unrealistic	onrealistische	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unrecorded	onvermeld	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unregistered	niet ingeschreven	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unregulated	ongereguleerde	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unrelated	niet verwant	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unrelenting	onverbiddelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unreliable	onbetrouwbaar	JJ (Adjective)	0	1	0	0	0	0	0	0	0	1
unrepentant	onboetvaardig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unrequited	onbeantwoord	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unresolved	onopgelost	JJ (Adjective)	0	0	0	1	0	0	0	0	0	0
unrest	onrust	NN (Noun, singular or mass)	0	0	0	0	0	1	0	1	0	0
unrestrained	onbeperkt	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unrestricted	onbeperkt	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unruly	onhandelbaar	JJ (Adjective)	0	1	1	0	1	1	0	0	0	0
unsafe	onveilig	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
unsatisfactory	onbevredigend	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
unsatisfied	niet tevreden	JJ (Adjective)	0	1	0	0	1	0	0	1	0	0
unsavory	onverkwikkelijk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unscathed	ongedeerd	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
unscientific	onwetenschappelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unscrupulous	gewetenloos	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unseat	onttronen	VB (Verb, base form)	0	0	0	0	0	0	0	1	0	0
unseen	ongezien	VBN (Verb, past participle)	0	0	0	0	0	0	0	0	0	0
unselfish	onzelfzuchtig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
unsettled	onbestendig	JJ (Adjective)	0	1	1	0	1	1	0	0	0	0
unsightly	lelijk	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
unsophisticated	onbedorven	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unspeakable	onuitsprekelijk	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
unspecified	niet gespecificeerd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unstable	wankel	JJ (Adjective)	0	1	0	0	0	1	0	0	1	0
unsteady	onvast	JJ (Adjective)	0	0	0	0	0	1	0	0	0	0
unsuccessful	mislukt	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unsuitable	ongeschikt	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unsung	niet bezongen	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unsupported	niet gesteund	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unsurpassed	onovertroffen	JJ (Adjective)	1	0	0	1	0	1	1	0	0	1
unsuspecting	argeloos	JJ (Adjective)	0	0	0	0	0	0	0	0	1	0
unsustainable	onhoudbaar	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unsweetened	ongezoete	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unsympathetic	niet sympathiek	JJ (Adjective)	0	1	1	0	0	0	0	0	0	0
untamed	ongetemd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
untenable	onhoudbaar	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
untested	ongeteste	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unthinkable	ondenkbaar	JJ (Adjective)	0	1	1	0	1	1	0	0	0	0
untidy	slordig	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
untie	losmaken	VB (Verb, base form)	1	1	0	0	0	0	1	0	0	0
untimely	ontijdig	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
untitled	titelloos	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
untold	onnoemelijk	JJ (Adjective)	0	1	0	1	0	0	0	0	0	0
untouched	onaangeroerd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
untoward	ongunstig	JJ (Adjective)	0	1	1	0	1	0	0	0	0	0
untrained	ongetraind	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
untranslated	onvertaalde	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
untrue	onwaar	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
untrustworthy	onbetrouwbaar	JJ (Adjective)	0	1	1	0	0	0	0	0	0	0
unused	ongebruikt	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unusual	ongebruikelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unusually	ongewoon	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
unveil	onthullen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
unveiling	onthulling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
unverified	ongecontroleerd	JJ (Adjective)	0	0	0	1	0	0	0	0	0	0
unwarranted	ongerechtvaardigd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unwary	onbehoedzaam	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unwashed	ongewassen	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
unwavering	onwrikbaar	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
unwelcome	ongewenst	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unwell	onwel	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
unwilling	onwillig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unwillingly	onwillig	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
unwillingness	onwil	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
unwind	afwikkelen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
unwise	onverstandig	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unwitting	onbewust	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
unwittingly	onbewust	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
unworthy	onwaardig	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
unwritten	ongeschreven	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
unyielding	onverzettelijk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
